t,s,mode,dos,fdi,x,y,xd,yd,x_dos,y_dos,x_fdi,y_fdi,v_out,w_out,d_perp,r_eff,r,r_ema,alarm
0.0,0.0,main,0,0,0.007499767521401965,1.1999409481166656,7.347880794884119e-17,1.2,0.007499767521401965,1.1999409481166656,0.007499767521401965,1.1999409481166656,0.15,-0.12500129156378295,0.0,0.1960008679308622,0.00812501241893719,0.0018867302800121743,0
0.05,0.00029841860084298816,main,0,0,0.014999019484737865,1.1998350236605535,0.002249930250119755,1.1999822844350494,0.014999019484737865,1.1998350236605535,0.014999019484737865,1.1998350236605535,0.15,-0.12067543968331156,9.84357287402279e-06,0.1960016718751186,0.00808403371400843,0.0031261909668114252,0
0.1,0.0008057243936862975,main,0,0,0.022497495817950543,1.1996838526307583,0.006074767730607961,1.1999521683206464,0.022497495817950543,1.1996838526307583,0.022497495817950543,1.1996838526307583,0.15,-0.11787417356735347,-1.6927905134276635e-06,0.19600305815575672,0.00805816049085435,0.00411258487162001,0
0.15000000000000002,0.0014593038551693903,main,0,0,0.02999495096589344,1.1994884906472902,0.011002437108769293,1.1999133686970047,0.02999495096589344,1.1994884906472902,0.02999495096589344,1.1994884906472902,0.15,-0.1160980595026965,-3.3584595359211335e-05,0.19600427630854528,0.008042028639446823,0.0048984736251853735,0
0.2,0.002215227197830047,main,0,0,0.037491145742708266,1.199249610200091,0.016701729279630494,1.1998684934478185,0.037491145742708266,1.199249610200091,0.037491145742708266,1.199249610200091,0.15,-0.11500328782972533,-9.024429455224144e-05,0.1960051216040114,0.008032191334391803,0.00552521716702666,0
0.25,0.003042782019643811,main,0,0,0.044985842997037,1.1989676295873577,0.022940084688184148,1.1997556733190575,0.044985842997037,1.1989676295873577,0.044985842997037,1.1989676295873577,0.15,-0.18943560701224768,-0.00011316471840711425,0.28000849565728986,0.008870098970843713,0.006194193527790071,0
0.30000000000000004,0.0039205916304260536,main,0,0,0.052477533243418514,1.1986146745586754,0.029556698537541934,1.199599353226463,0.052477533243418514,1.1986146745586754,0.052477533243418514,1.1986146745586754,0.15,-0.1855444085085004,-0.0001299154567118569,0.28001447380361244,0.00881854323034597,0.006719063468301251,0
0.35000000000000003,0.004833468089869717,main,0,0,0.05996562670450733,1.198192233653934,0.036437633708581,1.199436788439162,0.05996562670450733,1.198192233653934,0.05996562670450733,1.198192233653934,0.15,-0.1819890025401811,-0.00020824393295780768,0.28002141811986175,0.008772114805078692,0.00712967373565674,0
0.4,0.005771053113691645,main,0,0,0.06744956623379594,1.197701673645422,0.04350197726206335,1.1991798092087367,0.06744956623379594,1.197701673645422,0.06744956623379594,1.197701673645422,0.15,-0.1787922213696052,-0.00026023963523664703,0.2800290088761125,0.008730931308510147,0.007449925250227422,0
0.45,0.006725765281423658,main,0,0,0.0749288213621321,1.1971442306211968,0.05069468557719735,1.198896497921535,0.0749288213621321,1.1971442306211968,0.0749288213621321,1.1971442306211968,0.15,-0.17580777986615143,-0.00035370336951626006,0.280037051260604,0.008692970416573152,0.007698534283496568,0
0.5,0.0076924269451498165,main,0,0,0.08240288744987848,1.1965210644186477,0.05797644669672481,1.1985890485958888,0.08240288744987848,1.1965210644186477,0.08240288744987848,1.1965210644186477,0.15,-0.1729907603461705,-0.0004902030785234491,0.2800454027371273,0.008657576276199749,0.007890342682037204,0
0.55,0.008667807686114826,main,0,0,0.08987128392252901,1.1958332751142084,0.06531940112612429,1.1981839265107492,0.08987128392252901,1.1958332751142084,0.08987128392252901,1.1958332751142084,0.15,-0.17040225699257994,-0.0005954212530324058,0.2800539444720613,0.008625432206133411,0.008037360586856446,0
0.6000000000000001,0.009648927186625975,main,0,0,0.09733354935110312,1.1950818799628349,0.0727055586331106,1.1977764208453974,0.09733354935110312,1.1950818799628349,0.09733354935110312,1.1950818799628349,0.15,-0.16789978970693806,-0.0007636606258486247,0.28006261424825063,0.008594705469925763,0.00814882956347031,0
0.65,0.01063460420972356,main,0,0,0.1047892439461755,1.194267866384933,0.08012147095265545,1.1972947951044923,0.1047892439461755,1.194267866384933,0.1047892439461755,1.194267866384933,0.15,-0.16555859269717677,-0.0009223219373454728,0.28007132059143874,0.008566272804430116,0.008232318211662272,0
0.7000000000000001,0.011622923596670045,main,0,0,0.1122379448250912,1.193392163686273,0.0875544448753525,1.1967671888996496,0.1122379448250912,1.193392163686273,0.1122379448250912,1.193392163686273,0.15,-0.16332741283341712,-0.0010983265838259246,0.28008002707686286,0.00853946147975888,0.008293746865281594,0
0.75,0.012613027731707383,main,0,0,0.11967924609658787,1.1924556620115163,0.0950000786025107,1.1962289598331748,0.11967924609658787,1.1924556620115163,0.11967924609658787,1.1924556620115163,0.15,-0.16115408516393206,-0.0013261101837662367,0.2800886855427185,0.00851361553502036,0.008337720599229347,0
0.8,0.01360528214728652,main,0,0,0.1271127598283276,1.1914592315824162,0.10245338078981671,1.195581807937102,0.1271127598283276,1.1914592315824162,0.1271127598283276,1.1914592315824162,0.15,-0.1591565536161341,-0.0015066925788813925,0.280097211941905,0.008490097487623648,0.008368195976908207,0
0.8500000000000001,0.014598136441742088,main,0,0,0.13453810885220802,1.1904036787066405,0.10991118895711299,1.1949342647978698,0.13453810885220802,1.1904036787066405,0.13453810885220802,1.1904036787066405,0.15,-0.15718856003977125,-0.0017474265258125427,0.2801056184155777,0.00846715135860992,0.008387987053248551,0
