t,s,attack_dos,x,y,xd,yd,x_dos,y_dos,mode,v_out,w_out,d_hat
0.0,0.0,0,0.4929867410205265,0.999717297476853,0.5000000000000001,1.0000000000000002,0.4929867410205265,0.999717297476853,main,0.1403790899382976,0.19999992611626843,1.9
0.05,0.0016625229548188133,0,0.4894900229171201,0.9995413064629494,0.49649431318148646,0.9998450208607652,0.4894900229171201,0.9995413064629494,main,0.07002288292169823,0.19928893545211518,1.899945670914938
0.1,0.0033229554264671913,0,0.4857803988305478,0.9993175220083929,0.4929945655075074,0.9996587838537201,0.4857803988305478,0.9993175220083929,main,0.07432735793980193,0.19811019215020817,1.8998882334983662
0.15000000000000002,0.0050332291192017285,0,0.4819075674387894,0.9990453657558113,0.4893915767469155,0.9994355029727706,0.4819075674387894,0.9990453657558113,main,0.0776476452052703,0.1968158484143321,1.8998264647827316
0.2,0.006807746147016517,0,0.4778500205177793,0.998720073224687,0.4856553659317753,0.9991718771688228,0.4778500205177793,0.998720073224687,main,0.08141130694689372,0.19551472142945295,1.8997593033198248
0.25,0.008658860903270713,0,0.4736517044590767,0.998342156139528,0.4817603624932177,0.9988636950650881,0.4736517044590767,0.998342156139528,main,0.08430582198642178,0.19428310355730402,1.8996867287471262
0.30000000000000004,0.010582513625740328,0,0.4692946927361856,0.997907247520339,0.4777156248774918,0.9985087299297679,0.4692946927361856,0.997907247520339,main,0.08757327597036607,0.19311402345438186,1.8996083873626368
0.35000000000000003,0.012581099516599975,0,0.464794074897647,0.9974140710954632,0.47351663269190475,0.9981040715925618,0.464794074897647,0.9974140710954632,main,0.0905511654582645,0.1920341304589823,1.8995242111505268
0.4,0.014652393233310756,0,0.4601650208670755,0.9968617913846974,0.4691686407376375,0.99764737497524,0.4601650208670755,0.9968617913846974,main,0.0932376621261466,0.19104761773729378,1.899434361317993
0.45,0.016791836572848388,0,0.4554228298431609,0.9962500157750299,0.46468182332865193,0.9971369659143767,0.4554228298431609,0.9962500157750299,main,0.09562979682898048,0.19015133518019398,1.8993391471810241
0.5,0.018993574616773597,0,0.45056593834617414,0.995576438199142,0.4600690885692911,0.9965716904638409,0.45056593834617414,0.995576438199142,main,0.09806753135312701,0.18933999270510493,1.899238640755796
0.55,0.021255411021924075,0,0.44562961438044024,0.9948441494923219,0.4553356990463869,0.9959496139680778,0.44562961438044024,0.9948441494923219,main,0.09980689564316753,0.1886229219478714,1.899133517370115
0.6000000000000001,0.023567888418882577,0,0.4406287305153379,0.9940540125561375,0.4505020815348032,0.9952712997882791,0.4406287305153379,0.9940540125561375,main,0.10125839384498203,0.1879849188930803,1.8990244404207184
0.65,0.025922773077726367,0,0.4355780460188034,0.9932072756178629,0.44558607939914113,0.9945373419098803,0.4355780460188034,0.9932072756178629,main,0.1024233905437091,0.1874165418975337,1.8989120410243834
