t,s,mode,dos,fdi,x,y,xd,yd,x_dos,y_dos,x_fdi,y_fdi,v_out,w_out,d_perp,r_eff,r,r_ema,alarm
0.0,0.0,main,0,0,-2.7925,2.8,-2.8,2.8,-2.7925,2.8,-2.7925,2.8,0.15,-0.01850583373592629,0.0,0.12443592027054247,0.007514255863118523,0.0015188728593831672,0
0.05,0.00025538921152362134,main,0,0,-2.7850000032106172,2.799993060313339,-2.7977500000000006,2.8,-2.7850000032106172,2.799993060313339,-2.7850000032106172,2.799993060313339,0.15,-0.017863624449702478,1.4479281395205545e-06,0.12443593151896767,0.007513284446502225,0.002717755176806979,0
0.1,0.0006895507617861815,main,0,0,-2.777500015611278,2.799979421774036,-2.7939250009631875,2.8,-2.777500015611278,2.799979421774036,-2.777500015611278,2.799979421774036,0.15,-0.017445978502898998,-2.9339033548547927e-07,0.12443595101575472,0.007512671053207403,0.0036767383520870636,0
0.15000000000000002,0.0012488526362276072,main,0,0,-2.7700000427622107,2.7999592410096303,-2.7889975053576177,2.8000000000000003,-2.7700000427622107,2.7999592410096303,-2.7700000427622107,2.7999592410096303,0.15,-0.017179382547885796,-5.070587485902642e-06,0.1244359682921174,0.007512287067894287,0.004443848095248509,0
0.2,0.0018957522353195235,main,0,0,-2.7625000900146395,2.799932618008328,-2.7832982665789987,2.8,-2.7625000900146395,2.799932618008328,-2.7625000900146395,2.799932618008328,0.15,-0.017013348652446653,-1.352965592100097e-05,0.12443598043886327,0.007512050903064372,0.005057488656811682,0
0.25,0.002603969557172754,main,0,0,-2.755000162628,2.7998996150518796,-2.777058813609696,2.8000000000000003,-2.755000162628,2.7998996150518796,-2.755000162628,2.7998996150518796,0.15,-0.01691318817349183,-2.643192927621424e-05,0.124435987484665,0.007511909541446268,0.005548372833738599,0
0.30000000000000004,0.0033551084213711284,main,0,0,-2.747500265832366,2.799860269723829,-2.770441218315192,2.8,-2.747500265832366,2.799860269723829,-2.747500265832366,2.799860269723829,0.15,-0.01685508629957035,-4.4420147509657895e-05,0.12443599039556731,0.007511827920609786,0.005941063851112836,0
0.35000000000000003,0.004136291323529393,main,0,0,-2.7400004048585167,2.799814603840112,-2.76355893257035,2.7999999999999994,-2.7400004048585167,2.799814603840112,-2.7400004048585167,2.799814603840112,0.15,-0.016822726902455173,-6.796900034079396e-05,0.12443599026698009,0.007511782583899389,0.0062552075976701465,0
0.4,0.004938503832459935,main,0,0,-2.7325005849490123,2.7997626295676454,-2.756491374256808,2.8000000000000003,-2.7325005849490123,2.7997626295676454,-2.7325005849490123,2.7997626295676454,0.15,-0.016804971058132494,-9.740254977401924e-05,0.12443598804078987,0.007511757744207603,0.006506517626977638,0
0.45,0.005755435667812319,main,0,0,-2.725000811358312,2.799704353601441,-2.749294137464477,2.8,-2.725000811358312,2.799704353601441,-2.725000811358312,2.799704353601441,0.15,-0.016794256170755504,-0.00013292916333685094,0.12443598444124558,0.00751174276717494,0.006707562655017098,0
0.5,0.0065826694544169366,main,0,0,-2.7175010893467926,2.799639780000578,-2.742006139632636,2.8,-2.7175010893467926,2.799639780000578,-2.7175010893467926,2.799639780000578,0.15,-0.016785490101908003,-0.00017467518286008694,0.12443597999278973,0.0075117305212398285,0.0068683962282616445,0
0.55,0.007417112850529286,main,0,0,-2.7100014241715766,2.799568912097716,-2.7346546245468923,2.7999999999999994,-2.7100014241715766,2.799568912097716,-2.7100014241715766,2.799568912097716,0.15,-0.016775286386096124,-0.00022271166746315937,0.12443597506142096,0.007511716274982533,0.006997060237605823,0
0.6000000000000001,0.008256601037913211,main,0,0,-2.7025018210759253,2.7994917537689643,-2.7272586644343084,2.8,-2.7025018210759253,2.7994917537689643,-2.7025018210759253,2.7994917537689643,0.15,-0.016761434971044348,-0.0002770737377933443,0.12443596989661133,0.007511696949686489,0.007099987580021957,0
0.65,0.009099618465260431,main,0,0,-2.6950022852782083,2.7994083102625655,-2.719831611426805,2.8,-2.6950022852782083,2.7994083102625655,-2.6950022852782083,2.7994083102625655,0.15,-0.016742535822206302,-0.00033777377747698197,0.12443596466623363,0.007511670607534492,0.007182324185524464,0
0.7000000000000001,0.009945104068959773,main,0,0,-2.687502821961045,2.799318588723801,-2.7123828135822383,2.8,-2.687502821961045,2.799318588723801,-2.687502821961045,2.799318588723801,0.15,-0.016717745251336378,-0.00040481006260352503,0.1244359594832514,0.007511636098675765,0.007248186568154725,0
0.75,0.010792314928005411,main,0,0,-2.6800034362609297,2.7992225985112476,-2.7049188160958937,2.8,-2.6800034362609297,2.7992225985112476,-2.6800034362609297,2.7992225985112476,0.15,-0.016686600310488575,-0.0004781721974142691,0.12443595442518048,0.007511592816686629,0.007300867817861106,0
0.8,0.011640730822785885,main,0,0,-2.6725041332585064,2.7991203513702425,-2.697444202145418,2.8,-2.6725041332585064,2.7991203513702425,-2.6725041332585064,2.7991203513702425,0.15,-0.01664889726696794,-0.0005578444152898784,0.12443594954789008,0.007511540528588495,0.007343002360006585,0
