t,s,mode,dos,fdi,x,y,xd,yd,x_dos,y_dos,x_fdi,y_fdi,v_out,w_out,d_perp,r_eff,r,r_ema,alarm
0.0,0.0,main,0,0,-2.7925,2.8,-2.8,2.8,-2.7925,2.8,-2.7925,2.8,0.15,-0.01850583373592629,0.0,0.12443592027054247,0.007514255863118523,0.007737957149949055,0
0.05,0.00025538921152362134,main,0,0,-2.7850000032106172,2.799993060313339,-2.7977500000000006,2.8,-2.7850000032106172,2.799993060313339,-2.7850000032106172,2.799993060313339,0.15,-0.017863624449702478,1.4479281395205545e-06,0.12443593151896767,0.007513284446502225,0.00769302260925969,0
0.1,0.0006895507617861815,main,0,0,-2.777500015611278,2.799979421774036,-2.7939250009631875,2.8,-2.777500015611278,2.799979421774036,-2.777500015611278,2.799979421774036,0.15,-0.017445978502898998,-2.9339033548547927e-07,0.12443595101575472,0.007512671053207403,0.007656952298049234,0
0.15000000000000002,0.0012488526362276072,main,0,0,-2.7700000427622107,2.7999592410096303,-2.7889975053576177,2.8000000000000003,-2.7700000427622107,2.7999592410096303,-2.7700000427622107,2.7999592410096303,0.15,-0.017179382547885796,-5.070587485902642e-06,0.1244359682921174,0.007512287067894287,0.007628019252018245,0
0.2,0.0018957522353195235,main,0,0,-2.7625000900146395,2.799932618008328,-2.7832982665789987,2.8,-2.7625000900146395,2.799932618008328,-2.7625000900146395,2.799932618008328,0.15,-0.017013348652446653,-1.352965592100097e-05,0.12443598043886327,0.007512050903064372,0.00760482558222747,0
0.25,0.002603969557172754,main,0,0,-2.755000162628,2.7998996150518796,-2.777058813609696,2.8000000000000003,-2.755000162628,2.7998996150518796,-2.755000162628,2.7998996150518796,0.15,-0.01691318817349183,-2.643192927621424e-05,0.124435987484665,0.007511909541446268,0.00758624237407123,0
0.30000000000000004,0.0033551084213711284,main,0,0,-2.747500265832366,2.799860269723829,-2.770441218315192,2.8,-2.747500265832366,2.799860269723829,-2.747500265832366,2.799860269723829,0.15,-0.01685508629957035,-4.4420147509657895e-05,0.12443599039556731,0.007511827920609786,0.007571359483378941,0
0.35000000000000003,0.004136291323529393,main,0,0,-2.7400004048585167,2.799814603840112,-2.76355893257035,2.7999999999999994,-2.7400004048585167,2.799814603840112,-2.7400004048585167,2.799814603840112,0.15,-0.016822726902455173,-6.796900034079396e-05,0.12443599026698009,0.007511782583899389,0.007559444103483031,0
0.4,0.004938503832459935,main,0,0,-2.7325005849490123,2.7997626295676454,-2.756491374256808,2.8000000000000003,-2.7325005849490123,2.7997626295676454,-2.7325005849490123,2.7997626295676454,0.15,-0.016804971058132494,-9.740254977401924e-05,0.12443598804078987,0.007511757744207603,0.0075499068316279465,0
0.45,0.005755435667812319,main,0,0,-2.725000811358312,2.799704353601441,-2.749294137464477,2.8,-2.725000811358312,2.799704353601441,-2.725000811358312,2.799704353601441,0.15,-0.016794256170755504,-0.00013292916333685094,0.12443598444124558,0.00751174276717494,0.007542274018737345,0
0.5,0.0065826694544169366,main,0,0,-2.7175010893467926,2.799639780000578,-2.742006139632636,2.8,-2.7175010893467926,2.799639780000578,-2.7175010893467926,2.799639780000578,0.15,-0.016785490101908003,-0.00017467518286008694,0.12443597999278973,0.0075117305212398285,0.007536165319237842,0
0.55,0.007417112850529286,main,0,0,-2.7100014241715766,2.799568912097716,-2.7346546245468923,2.7999999999999994,-2.7100014241715766,2.799568912097716,-2.7100014241715766,2.799568912097716,0.15,-0.016775286386096124,-0.00022271166746315937,0.12443597506142096,0.007511716274982533,0.00753127551038678,0
0.6000000000000001,0.008256601037913211,main,0,0,-2.7025018210759253,2.7994917537689643,-2.7272586644343084,2.8,-2.7025018210759253,2.7994917537689643,-2.7025018210759253,2.7994917537689643,0.15,-0.016761434971044348,-0.0002770737377933443,0.12443596989661133,0.007511696949686489,0.007527359798246722,0
0.65,0.009099618465260431,main,0,0,-2.6950022852782083,2.7994083102625655,-2.719831611426805,2.8,-2.6950022852782083,2.7994083102625655,-2.6950022852782083,2.7994083102625655,0.15,-0.016742535822206302,-0.00033777377747698197,0.12443596466623363,0.007511670607534492,0.007524221960104277,0
0.7000000000000001,0.009945104068959773,main,0,0,-2.687502821961045,2.799318588723801,-2.7123828135822383,2.8,-2.687502821961045,2.799318588723801,-2.687502821961045,2.799318588723801,0.15,-0.016717745251336378,-0.00040481006260352503,0.1244359594832514,0.007511636098675765,0.007521704787818575,0
0.75,0.010792314928005411,main,0,0,-2.6800034362609297,2.7992225985112476,-2.7049188160958937,2.8,-2.6800034362609297,2.7992225985112476,-2.6800034362609297,2.7992225985112476,0.15,-0.016686600310488575,-0.0004781721974142691,0.12443595442518048,0.007511592816686629,0.007519682393592186,0
0.8,0.011640730822785885,main,0,0,-2.6725041332585064,2.7991203513702425,-2.697444202145418,2.8,-2.6725041332585064,2.7991203513702425,-2.6725041332585064,2.7991203513702425,0.15,-0.01664889726696794,-0.0005578444152898784,0.12443594954789008,0.007511540528588495,0.007518054020591448,0
0.8500000000000001,0.012489987426567636,main,0,0,-2.6650049179695556,2.799011861509122,-2.6899621814793595,2.8,-2.6650049179695556,2.799011861509122,-2.6650049179695556,2.799011861509122,0.15,-0.01660460754942877,-0.0006438075030975693,0.12443594489522344,0.0075114792564393495,0.007516739067761029,0
0.9,0.01333982953984034,main,0,0,-2.6575057953367116,2.7988971456097667,-2.6824750024264343,2.8,-2.6575057953367116,2.7988971456097667,-2.6575057953367116,2.7988971456097667,0.15,-0.016553819657314135,-0.0007360398670621,0.12443594050563626,0.007511409194736876,0.007515673093156199,0
0.9500000000000001,0.0141900783546407,main,0,0,-2.650006770221893,2.798776222794232,-2.6749842402995343,2.8,-2.650006770221893,2.798776222794232,-2.650006770221893,2.798776222794232,0.15,-0.016496699058652014,-0.0008345180822864106,0.12443593641675432,0.00751133065274689,0.007514804605074338,0
1.0,0.01504060853983688,main,0,0,-2.6425078473994184,2.7986491145625063,-2.6674909992762594,2.8,-2.6425078473994184,2.7986491145625063,-2.6425078473994184,2.7986491145625063,0.15,-0.016433460548894562,-0.0009392171452128777,0.12443593266849966,0.007511244014210163,0.0075140924869015035,0
1.05,0.015891332201061977,main,0,0,-2.6350090315497736,2.798515844711764,-2.6599960537132255,2.8,-2.6350090315497736,2.798515844711764,-2.6350090315497736,2.798515844711764,0.15,-0.01636434923982497,-0.0010501105655431019,0.12443592930524293,0.007511149709184127,0.007513503931358028,0
1.1,0.016742187652879763,main,0,0,-2.6275103272539884,2.7983764392442447,-2.6524999470642094,2.8,-2.6275103272539884,2.7983764392442447,-2.6275103272539884,2.7983764392442447,0.15,-0.0162896275234598,-0.0011671703799082031,0.12443592637729667,0.007511048194362462,0.0075130127839589155,0
1.1500000000000001,0.017593131559492138,main,0,0,-2.6200117389885924,2.7982309262686456,-2.6450030611211632,2.8,-2.6200117389885924,2.7982309262686456,-2.6200117389885924,2.7982309262686456,0.15,-0.01620956617099034,-0.0012903671349385846,0.12443592394196486,0.007510939939325771,0.007512598215032288,0
1.2000000000000002,0.018444133433406108,main,0,0,-2.6125132711211116,2.79807933589837,-2.637505664481413,2.8,-2.6125132711211116,2.79807933589837,-2.6125132711211116,2.79807933589837,0.15,-0.016124438291859507,-0.001419669865783446,0.12443592206429388,0.00751082541694947,0.007512243655415725,0
1.25,0.01929517178465404,main,0,0,-2.605014927906075,2.797921700148895,-2.6300079464733446,2.8,-2.605014927906075,2.797921700148895,-2.605014927906075,2.797921700148895,0.15,-0.016034515269761823,-0.0015550460830619285,0.12443592081762167,0.007510705096724387,0.007511935943677458,0
