t,x,y,xd,yd,x_dos,y_dos,mode,attack,v_out,w_out,ct,ey,v_des,v_proj
0.0,-2.4925,1.0,-2.5,1.0,-2.4925,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.05,-2.4850000000000003,1.0,-2.4977500000585064,1.0,-2.4850000000000003,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.1,-2.4775000000000005,1.0,-2.493925000055196,1.0,-2.4775000000000005,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.15000000000000002,-2.4700000000000006,1.0,-2.4889975001113847,1.0,-2.4700000000000006,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.2,-2.462500000000001,1.0,-2.4832982501064516,1.0,-2.462500000000001,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.25,-2.455000000000001,1.0,-2.477058775161505,1.0,-2.455000000000001,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.30000000000000004,-2.447500000000001,1.0,-2.4704411426557775,1.0,-2.447500000000001,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.35000000000000003,-2.4400000000000013,1.0,-2.4635587999602744,1.0,-2.4400000000000013,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.4,-2.4325000000000014,1.0,-2.4564911600291572,1.0,-2.4325000000000014,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.45,-2.4250000000000016,1.0,-2.44929381203311,1.0,-2.4250000000000016,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.5,-2.4175000000000018,1.0,-2.4420056684943834,1.0,-2.4175000000000018,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.55,-2.410000000000002,1.0,-2.4346539679730093,1.0,-2.410000000000002,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.6000000000000001,-2.402500000000002,1.0,-2.4272577776665543,1.0,-2.402500000000002,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.65,-2.3950000000000022,1.0,-2.4198304444077707,1.0,-2.3950000000000022,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.7000000000000001,-2.3875000000000024,1.0,-2.4123813111851287,1.0,-2.3875000000000024,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
0.75,-2.3800000000000026,1.0,-2.404916917885014,1.0,-2.3800000000000026,1.0,0,0,0.15,0.0,1.0,0.0,0.15,0.15
